price,v1,v2,time
115.9997806,30805,0.555720824,12-10-2017 16.14
128.0001885,29595,0.434807629,30-03-2017 8.31
132.2102591,3897,0.700005653,26-03-2017 19.46
117.7837491,15983,0.176186606,20-12-2017 20.22
113.2486055,54023,0.980865938,08-08-2017 19.48
110.3170035,5119,0.191384883,19-03-2017 19.23
127.8867434,41722,0.288954605,02-07-2017 18.50
114.7844097,27647,0.049334731,10-10-2017 0.07
129.662644,31533,0.874573178,08-05-2017 2.10
101.9340302,26055,0.784079161,23-06-2017 19.51
138.9505127,22969,0.202324976,26-09-2017 8.55
115.0153546,3048,0.538063525,04-08-2017 21.40
129.3140391,52873,0.091956141,30-08-2017 16.12
111.5728822,7788,0.048570912,11-09-2017 16.04
112.8912053,15439,0.093021256,20-02-2017 12.11
118.0524943,3000,0.71641171,30-10-2017 21.20
126.5725356,35906,0.143664415,16-04-2017 12.39
119.7024072,38899,0.147035879,15-06-2017 13.31
126.0985503,34420,0.240835189,15-05-2017 11.13
123.7847169,24965,0.124433143,03-04-2017 4.31
133.0747123,25204,0.061156564,19-09-2017 10.47
123.8758593,2146,0.759616655,10-06-2017 0.03
134.6537606,17519,0.700792619,13-12-2017 4.53
119.0880481,42354,0.560811168,08-09-2017 15.03
110.8847453,1187,0.876786818,22-06-2017 8.05
119.1850587,15221,0.26192469,18-10-2017 4.23
128.7461415,26400,0.353794035,30-03-2017 18.57
117.332096,48874,0.463398809,09-04-2017 2.56
107.2684057,21117,0.661571109,13-08-2017 17.22
136.3630977,2939,0.406167975,16-10-2017 18.11
112.4893713,39444,0.611418154,16-07-2017 11.09
113.5230823,51998,0.005440111,16-12-2017 22.44
116.221284,20168,0.228563616,15-09-2017 22.57
116.3764065,20070,0.970025122,29-11-2017 13.08
112.9864992,48050,0.639515941,28-11-2017 2.26
106.7748534,43292,0.814376725,04-12-2017 3.29
102.1477224,38777,0.593624936,14-03-2017 20.06
151.8214227,11037,0.36888375,27-02-2017 2.29
115.681502,31465,0.096693198,22-07-2017 18.16
103.1219672,52186,0.326279296,08-08-2017 17.26
107.4248426,1233,0.427147936,14-06-2017 19.04
97.53618605,37222,0.163532844,12-04-2017 7.36
118.7008589,35309,0.811327186,30-12-2017 1.30
121.5981848,13710,0.33349713,30-01-2017 10.27
121.1244731,37838,0.207525269,30-10-2017 4.31
101.7385924,19291,0.651103619,01-10-2017 13.37
109.9164141,55110,0.983993228,20-05-2017 10.01
111.1168297,11585,0.792683318,15-11-2017 3.29
137.092822,35881,0.609713131,07-09-2017 3.32
124.1921239,49270,0.767167289,24-03-2017 2.34
112.6981705,22994,0.269298314,26-09-2017 4.47
125.5067106,4982,0.61555837,22-07-2017 22.19
137.3974419,5459,0.830787323,13-10-2017 18.04
105.191932,51299,0.650381403,20-06-2017 17.39
106.9821621,55660,0.06722705,30-11-2017 0.58
130.2008694,37488,0.362666604,12-12-2017 0.16
126.8581785,37951,0.176178808,19-04-2017 19.53
125.698541,32197,0.191415222,21-09-2017 5.25
121.0537418,52984,0.587056082,20-05-2017 8.22
129.225359,26348,0.655756352,24-07-2017 16.45
119.4731594,16179,0.606990155,26-07-2017 12.04
149.0716556,19458,0.9116932,19-01-2017 2.12
111.9324376,4418,0.487767658,12-02-2017 11.19
112.986586,49097,0.582472407,05-07-2017 13.04
90.32322246,24773,0.662122668,29-07-2017 7.54
116.1140147,40041,0.924369385,16-12-2017 14.48
122.7415467,11476,0.953347563,19-07-2017 11.36
138.0471819,39462,0.053272758,04-10-2017 5.49
124.1882748,39519,0.204270108,03-05-2017 4.50
133.0435025,3578,0.683622513,20-07-2017 5.05
108.7646913,4714,0.849653082,26-11-2017 16.47
114.4082072,11581,0.786966469,24-12-2017 8.42
135.9512179,41054,0.28563816,28-03-2017 18.47
138.6137819,17932,0.036662611,13-08-2017 3.54
131.1093793,47939,0.200879914,28-05-2017 11.17
157.9572244,28388,0.951261916,14-06-2017 5.34
158.35746,22519,0.044191454,08-06-2017 21.24
103.098195,1516,0.747936588,31-05-2017 12.17
116.4528204,41365,0.649990332,05-10-2017 9.19
102.3232584,36148,0.817550801,17-03-2017 0.41
107.2270991,37793,0.360003045,01-05-2017 14.43
142.0087528,12700,0.145361505,30-01-2017 22.53
116.1035409,30661,0.849008469,30-10-2017 2.24
103.355475,24116,0.517718155,14-07-2017 7.23
121.534642,5648,0.429669787,01-10-2017 4.39
101.3984779,54004,0.327018687,24-02-2017 13.29
104.677598,20582,0.46316601,01-12-2017 5.03
134.6487182,27433,0.959194628,08-02-2017 19.39
109.9433454,21984,0.304502393,10-08-2017 20.12
124.0450956,6014,0.455111307,02-12-2017 9.17
135.8632296,43166,0.280244936,12-04-2017 17.01
131.7544357,1646,0.424337662,05-09-2017 22.58
108.8162965,26170,0.877766524,20-12-2017 3.07
99.21112676,9974,0.599989035,27-09-2017 2.45
108.1547442,38237,0.670185406,30-06-2017 21.13
119.0981741,45725,0.973983845,29-10-2017 0.21
103.0909489,37349,0.31517363,24-03-2017 11.50
111.145563,22447,0.656145563,05-05-2017 18.22
107.3021621,31256,0.320849041,17-09-2017 7.02
115.0709309,42640,0.933911229,03-02-2017 6.49
109.0126411,34237,0.632602136,27-01-2017 6.20
117.6303018,8937,0.506300125,09-10-2017 13.20
144.9619003,34256,0.40129661,21-01-2017 22.37
114.6155686,35687,0.550454726,12-06-2017 10.37
128.9835227,22271,0.08321746,29-04-2017 5.43
133.8352625,43090,0.664041425,20-03-2017 8.51
103.1486002,47816,0.966165179,02-04-2017 22.20
88.46639389,31938,0.849361625,12-10-2017 20.19
105.455082,11097,0.89255205,05-02-2017 4.55
110.7490107,11919,0.238940087,05-08-2017 14.31
122.5682875,9367,0.48609297,25-04-2017 2.05
109.2443404,32274,0.282644231,17-05-2017 8.49
115.6309182,37735,0.735358387,16-09-2017 23.42
107.4356137,28049,0.756247178,11-12-2017 16.35
127.527906,50973,0.438663545,19-02-2017 2.28
156.179243,56370,0.230885561,08-08-2017 19.54
117.5021598,22323,0.404840257,06-08-2017 18.34
83.39833437,42561,0.186927991,07-10-2017 20.53
122.4955356,26637,0.105258075,14-11-2017 16.07
104.3749473,49078,0.221964026,06-03-2017 18.09
124.4301501,48520,0.725150643,09-07-2017 1.12
87.92285525,19149,0.797973928,14-01-2017 15.03
101.7973485,12838,0.279664006,24-11-2017 7.36
133.5842621,48148,0.72882776,10-01-2017 5.30
134.9565749,8316,0.174319041,25-03-2017 1.14
118.8667752,710,0.413885237,08-05-2017 0.40
126.2948471,23254,0.57872798,29-07-2017 16.45
117.9392885,47311,0.773533172,26-03-2017 9.40
104.1767417,9375,0.658036349,15-08-2017 21.03
132.1623844,9099,0.718718882,14-04-2017 22.49
108.0703803,15520,0.683028416,19-01-2017 5.15
133.5997805,40794,0.29933778,03-12-2017 10.43
127.7584847,23161,0.713716618,28-11-2017 10.20
127.626659,47583,0.849049811,02-02-2017 4.01
98.45161425,42859,0.708748825,28-02-2017 3.44
118.0421744,32497,0.321353484,25-04-2017 12.29
142.0883419,1068,0.778634352,11-03-2017 21.18
113.8709153,50473,0.520203953,24-01-2017 22.06
67.15866939,31794,0.330982032,06-04-2017 1.41
139.0778371,20342,0.281185723,30-05-2017 3.50
119.7725987,3200,0.149706387,23-11-2017 3.29
142.263885,17833,0.144359513,19-05-2017 16.07
118.4357958,52890,0.89211367,24-07-2017 5.06
106.6186195,56478,0.11281477,11-08-2017 5.23
109.3728763,10601,0.410971119,17-11-2017 20.27
140.5939729,29365,0.154199919,03-07-2017 1.51
137.4719354,1513,0.130928173,20-07-2017 1.10
109.2828446,35717,0.442725218,06-12-2017 16.22
153.8554405,29558,0.846722705,07-11-2017 19.13
126.7438448,9332,0.063110781,28-01-2017 20.02
130.1445148,54713,0.514541399,03-10-2017 15.54
123.1595742,24281,0.558673169,20-05-2017 11.00
95.4803775,18132,0.552079892,12-06-2017 18.53
92.85968845,56178,0.802417719,02-05-2017 6.15
118.5269614,28716,0.569621786,16-05-2017 0.03
131.396383,28794,0.6553131,24-12-2017 16.55
136.4750654,1761,0.3629244,21-08-2017 10.50
140.3154591,31261,0.144708363,03-08-2017 12.02
136.4624785,31060,0.326215192,01-12-2017 8.14
128.157543,21574,0.213855088,02-03-2017 8.39
103.7622152,47845,0.162627664,15-10-2017 7.48
120.3959183,54288,0.605298523,10-11-2017 22.31
103.9523843,49546,0.062831306,10-04-2017 17.55
112.099592,56108,0.739548052,01-10-2017 14.39
130.7995251,36696,0.225479297,18-03-2017 21.23
109.6205491,49448,0.40291133,05-06-2017 2.03
118.3281956,30333,0.979125233,30-01-2017 5.11
118.3481876,55168,0.817571542,30-04-2017 11.27
123.4234749,20573,0.186386202,31-05-2017 18.01
122.3739537,40051,0.895468509,19-08-2017 14.16
134.4837383,18393,0.733482287,30-12-2017 4.21
130.1306932,31616,0.180302434,04-08-2017 14.29
108.9472314,37073,0.61777455,31-10-2017 19.52
124.2824055,12463,0.212500937,29-10-2017 18.19
140.5076811,17311,0.036862453,11-06-2017 4.51
118.5793722,36257,0.580905987,04-05-2017 12.13
112.6093814,49861,0.535209845,21-01-2017 8.19
136.7030259,5010,0.53550824,18-09-2017 0.41
91.87986721,6994,0.699569097,29-04-2017 17.42
120.1356997,8591,0.022347526,07-08-2017 8.56
107.0598354,17154,0.09822644,22-07-2017 14.18
117.6546594,20348,0.406223489,30-01-2017 1.43
117.2563016,43894,0.081029721,05-02-2017 12.21
112.4423826,47067,0.705064766,02-12-2017 7.07
88.19078704,52912,0.738790995,18-11-2017 8.08
119.171918,46080,0.578122775,18-01-2017 6.40
136.1907119,32992,0.845878163,16-11-2017 23.07
104.8197823,35382,0.577648886,04-03-2017 14.02
123.5678052,879,0.690900587,30-12-2017 22.26
115.5919766,28341,0.797884829,25-03-2017 2.25
107.1119358,36584,0.231036369,08-11-2017 22.56
